Title: Electronic Medical Records Are a Mess!  Here's Why.
[0:06 - 0:16]  electronic medical records are a mess. Now why is that? I'm gonna explain to you a problem that
[0:16 - 0:24]  many of you probably are not even aware that exists in healthcare, but almost all the doctors
[0:24 - 0:27]  and nurses that are watching this video, they probably know what I'm talking about when I
[0:27 - 0:34]  bring this up. So the electronic medical record is a mess when it comes to the notes that are
[0:34 - 0:40]  actually written in or rather typed in by the doctors and nurses, especially by the doctors.
[0:40 - 0:46]  Now, what is the purpose of the documentation in the electronic medical record? Well, it's got three
[0:46 - 0:51]  purposes really. It's for communication with other practitioners, whether it be with other doctors
[0:51 - 0:56]  or nurses or the physical therapist or the social worker, etc. It's for billing purposes,
[0:56 - 1:01]  and I'll get into this in a minute, but this is where in order to bill, there has to be documentation
[1:01 - 1:09]  in the medical record to substantiate specific billing codes. In order to bill specific billing codes,
[1:10 - 1:17]  there have to be key words and key parts of the record documented. Otherwise, you can't bill for it.
[1:18 - 1:24]  And then lastly, it's a legal document. So if there's ever a lawsuit, I mean, they're going to go to the
[1:24 - 1:29]  medical record as the source of truth of what actually happened. If it's documented, it happened.
[1:30 - 1:36]  If it's not documented, it didn't happen. If it's documented a certain way, but it was done a different
[1:36 - 1:40]  way, then they're going to go with the documentation. Okay? So now in terms of the billing,
[1:42 - 1:47]  as it relates to the professional fees for things like office visits or for the doctors seeing you in
[1:47 - 1:52]  the inpatient setting, or even the doctors seeing you in the ER, those are referred to as E&M codes or
[1:52 - 1:59]  evaluation and management codes. They're a subtype of CPT codes. Now the E&M codes are very easy to spot
[1:59 - 2:04]  because they all start with 99. And for a new patient visit, a new encounter, you've never seen
[2:04 - 2:12]  this patient before, it's a 99201. And then it goes a 02, 03, 04, and 05. And the one through five
[2:12 - 2:18]  are the differences in level of complexity of the visit. So a one is the simplest and a five is the
[2:18 - 2:23]  most complicated. Now for an established patient, so you go and you see the doctor, but then you got
[2:23 - 2:26]  to come back in a couple of weeks for a follow-up appointment. They use a different set of codes
[2:26 - 2:33]  for those established patients. It's 99211. So instead of it being a zero, it's a one as the second
[2:33 - 2:39]  to last digit. And again, it's one through five as the last digits, depending upon the level of
[2:39 - 2:45]  complexity. One being the simplest and five being the most complicated. Now in order to build these
[2:45 - 2:52]  E&M codes, there has to be documentation for history. In other words, tell me about what's
[2:52 - 2:56]  going on. You got a sore throat, you've got a stomach ache, what have you. There has to be a
[2:56 - 3:02]  physical exam, listening to the heart, listening to the lungs, palpating the abdomen. And then there
[3:02 - 3:07]  has to be what they refer to as medical decision-making. Now doctors don't think of this in terms of
[3:07 - 3:11]  medical decision-making. That's just what the billers or the coders say. So literally the doctors
[3:11 - 3:16]  are writing all this or typing all this in the chart. And then typically they're choosing a billing
[3:16 - 3:22]  code. So they're choosing 99201 through five. But then they typically what has to happen is, is the
[3:22 - 3:30]  the coders in the hospital system, not for all the charts, but they'll just abstract and they'll just
[3:30 - 3:38]  take samples of certain charts to say, okay, well, you build a 99205. Did you document everything in the
[3:38 - 3:44]  chart to be consistent with a 99205? And when the doctors are writing notes, we refer to them as
[3:44 - 3:50]  what's referred to as a SOAP note. And SOAP is an acronym for subjective, objective, and assessment
[3:50 - 3:55]  and planning. So subjective is the history because it's the history per the patient's point of view
[3:55 - 4:00]  around what happened. And then objective is the physical exam in terms of like what you're listening
[4:00 - 4:05]  to or feeling or seeing. And it also includes evaluation of things like the lab tests and any imaging
[4:05 - 4:09]  studies like x-rays or CT scans. And then the assessment and plan is essentially the medical
[4:09 - 4:13]  decision making where you say, okay, well, this is the differential diagnosis of what I think it
[4:13 - 4:19]  could be, yada, yada, yada. I, um, you know, let's do these tests or let's treat with this medication
[4:19 - 4:24]  because this is what we think it's going to be. This person has symptoms consistent with heartburn.
[4:24 - 4:30]  It could either be acid reflux disease or, um, eosinophilic esophagitis. Given the patient's
[4:30 - 4:34]  lack of history of any other allergies, less likely to be eosinophilic esophagitis,
[4:34 - 4:40]  most likely to be, uh, gastrocystic reflux disease will treat with a PPI. And so that's
[4:40 - 4:47]  documented as the plan. Okay. Now there are specific sub rules to those rules. So the history
[4:47 - 4:51]  itself has to have a chief complaint. It has to have a past medical history. It has to have a
[4:51 - 4:54]  social history. It has to have a family history. And it has to have a review of systems where you're
[4:54 - 4:58]  like, okay, you're coming in for your sore throat, but I'm going to ask you, are you having any problems
[4:58 - 5:01]  with headaches? Are you having any problems with rash? Are you having any problems with constipation or
[5:01 - 5:05]  diarrhea? So that's a review of systems. Systems, it might not be related to your chief complaint at
[5:05 - 5:09]  all of sore throat, but they still got to go through and ask all these questions about your
[5:09 - 5:15]  skin and your bowels and all sorts of stuff. Okay. So, um, now the exam, there's different levels of
[5:15 - 5:20]  the exam. It can either be focused, detailed, or comprehensive. A focused exam only examines two
[5:20 - 5:25]  parts of the body or two organ systems. A detailed exam examines four parts of the body or four organ
[5:25 - 5:31]  systems. And a comprehensive exam examines eight parts of the body or eight organ systems. And you can only
[5:31 - 5:36]  build certain levels or complexity based upon if you did a focused, detailed, or comprehensive exam.
[5:36 - 5:42]  Lastly, the medical decision-making and the assessment and plan, this whole thing also requires
[5:42 - 5:47]  a certain amount of face-to-face time ranging from 10 minutes to 60 minutes for a new patient visit.
[5:47 - 5:54]  So a 99201 is 10 minutes with a patient and a 99205 is 60 minutes with a patient. Notice that is
[5:54 - 6:01]  face-to-face time with the patient. Any time that is spent outside of the room technically doesn't
[6:01 - 6:07]  count. So what is, what is all this called? What is all this called? All this is called a lot.
[6:07 - 6:16]  This is a ton of required documentation. Now, the electronic medical record allows what word
[6:16 - 6:23]  processing allows to do for everyone else in the world, which doctors didn't have before the electronic
[6:23 - 6:30]  medical record. And it's the most powerful part of the entire medical record. And it is what is referred
[6:30 - 6:38]  to as the copy button and the paste button. That's right. So what do doctors do with all of these
[6:38 - 6:45]  documentation requirements? They copy a previous note either from themselves or they copy another
[6:45 - 6:51]  doctor's note and they paste it into their own note so that they don't have to rewrite all of this
[6:51 - 6:59]  stuff that is required for billing. Notes are filled with copying and pasting. How much copying and pasting
[6:59 - 7:05]  are in electronic medical records, you ask? Aha! They just did a study that was released in the Journal of
[7:05 - 7:17]  the American Medical Association on the 26th of September 2022 that found that 50% of the text in the electronic
[7:17 - 7:26]  medical record for inpatient notes, outpatient notes, and ER visit notes were copied and pasted from other notes.
[7:26 - 7:34]  50% of the notes were copied and pasted. That is a lot and that causes a lot of problems and leads to a lot of the
[7:34 - 7:40]  mess within the electronic medical record system. Let me explain. So this study was performed at the University of
[7:40 - 7:48]  Pennsylvania Hospital System around Philadelphia. It was done over a six-year period of time from 2015 to 2020.
[7:48 - 7:57]  And they found that the amount of copying and pasting actually increased over time. Back in 2015, it was only 33% of the text was copied and pasted.
[7:57 - 8:03]  And they used AI to actually examine the text and they saw what was verbatim from previous or other notes.
[8:03 - 8:11]  And that's how they determined what was copied and pasted. And it increased from 33% back in 2015 to 54% in 2020.
[8:12 - 8:18]  So it was bad before at a third of the documentation was copied and pasted. And it's only getting worse.
[8:18 - 8:23]  Who knows? It's 2022 now. It could be a lot more than 54% now.
[8:23 - 8:31]  Now, the EMRs themselves are actually built to make this copying and pasting happen.
[8:31 - 8:39]  So a very large prominent EMR, which I will not name the name of, but it literally has a copy button with functionality where you can go into
[8:39 - 8:44]  any note from any doctor. It could be yourself. It could be from another doctor and you could just click copy.
[8:44 - 8:52]  And that note immediately becomes your note. It changes the name. It goes from Dr. Robert's name to Dr. Bricker's name.
[8:52 - 9:00]  Now, it also does some helpful things. Like it puts in the new vital signs. So if the vital signs from yesterday were in yesterday's note or different
[9:00 - 9:09]  doctor's note, then it'll put the vital signs for today in there. And then also for the lab values, it'll put like the complete blood count,
[9:09 - 9:20]  the complete metabolic panel, et cetera. That'll be the INR, which is a measure of how the sort of the clotting level of the blood,
[9:20 - 9:31]  then that from today's labs will be put in there. Okay. So fine. So it's done as a time saving mechanism because the doctors have to do all this stuff for billing purposes.
[9:31 - 9:40]  But the problem is, is then you then copy and paste things that might've been true yesterday or might've been true for that other doctor,
[9:40 - 9:48]  but they're not true for you or they're not true for the patient today. So one, it creates what's called chart lore.
[9:48 - 9:54]  So you start getting these things that are just repeated, repeated, repeated in the chart. And you're like, I mean,
[9:54 - 10:00]  and if you go back and you look or you talk to the patient, you're like, well, is that actually true? And a lot of the times when you talk to the patient,
[10:00 - 10:06]  you're like, oh, well, that's not really the case at all. One of the common places for that is for allergies. Like the chart,
[10:06 - 10:11]  it'll be copied and pasted over and over and over again that the person has an allergy to like IV contrast dye.
[10:11 - 10:15]  And then you go and you talk to them and you're like, what's your, what's your, what's your allergy to the IV contrast dye?
[10:15 - 10:19]  Like, oh, it made me feel all warm and it gave me this weird metallic taste in my mouth. It's like,
[10:20 - 10:24]  it's not an allergy. Like that's what it does. Like the majority of people who get IV contrast dye,
[10:25 - 10:29]  like they feel that way when they get IV contrast dye. And that's a problem because CT scans with IV contrast
[10:29 - 10:35]  dye are much more effective than CT scans without IV contrast dye. And so if you don't give the IV contrast dye
[10:35 - 10:40]  because of some sort of chart lore allergy, then you're going to get a suboptimal study and you might miss
[10:40 - 10:46]  like a tumor or some sort of abnormal, um, arterial, you know, formation, et cetera, et cetera.
[10:46 - 10:52]  Okay. So the, so that's one problem is that one, just the information is just wrong. Okay. Two,
[10:52 - 10:59]  it creates information overload. And the big problem with information overload is that it is just gobs of
[10:59 - 11:06]  information for the doctor to go through and therefore they miss things. The average record
[11:06 - 11:14]  is equivalent to 56% of Shakespeare's Hamlet. So you say, oh, just remove, review the medical record.
[11:14 - 11:20]  Like if you like, I'm an internist, I'm a professional medical record reviewer. Like that's,
[11:20 - 11:25]  that's like a huge part of my job. Like surgeons cut internists to review medical records. Okay.
[11:25 - 11:32]  And so anytime somebody came from another place and they're like, I have all my records with me,
[11:32 - 11:40]  funk, or I got it on a disc or whatever. Like most doctors like don't want that because all that means
[11:40 - 11:45]  is that they have to read half of Hamlet. And frankly, the doctor doesn't want to read half of
[11:45 - 11:51]  Hamlet. So actually the majority, in my opinion, the majority of doctors actually don't want to have
[11:51 - 11:56]  like universally shared medical records. The majority of doctors don't want to be able to have
[11:56 - 12:01]  patients carry their medical record from one hospital system to another hospital system because
[12:01 - 12:08]  the doctor doesn't want to read half of Hamlet. And oh, by the way, half of half of Hamlet,
[12:08 - 12:16]  it's just copy and pasted junk. So that junk that's in there for billing purposes. So you want,
[12:16 - 12:21]  so literally what you don't go through, right? If 50% of it's copy and pasted is you just skim it. So what?
[12:21 - 12:26]  If you're looking at 10 and given the length of these medical records, if you see 10 patients,
[12:26 - 12:30]  which most doctors are seeing at least twice as many of the patients, then just for 10 patients,
[12:30 - 12:37]  you need to read the equivalent of 85 pages of which 42 and a half pages is just copy and pasted
[12:37 - 12:44]  stuff. And it's across 691 notes. So what that means is, is that reviewing a medical record is an
[12:44 - 12:49]  exercise in skimming through gobs and gobs of what appear to be extraneous information,
[12:49 - 12:58]  and then trying to find these golden nuggets of relevant information. And that is super hard to do.
[12:58 - 13:01]  Junk, junk, junk, junk, ooh, important nugget. Junk, junk, junk, junk, ooh, important nugget.
[13:02 - 13:07]  Right? So what happens? You even have an era of omission or an era of commission where you're just
[13:07 - 13:12]  looking through all the junk in so much detail that you, you can't even spend enough time with the
[13:12 - 13:16]  patient. You can't see enough patients. The administration is going to be browbeaten you for
[13:16 - 13:21]  having bad productivity in a fee-for-service environment. And so the alternative is you just
[13:21 - 13:26]  skim through the note as fast as you can, and you miss gobs of those golden nuggets because all you're
[13:26 - 13:33]  trying to do is sift through the chaff of the copying and pasting and find the wheat of a previous
[13:33 - 13:42]  diagnosis, a previous scan result, a previous procedure, yada, yada, yada. Okay. So it's a big source
[13:42 - 13:46]  of error. Now, I really applaud the people at the University of Pennsylvania for doing this study.
[13:47 - 13:52]  I think it's super important. And here it is. You started watching this video. You didn't even know
[13:52 - 13:56]  that this problem existed. You're like, I just go to the hospital and they keep track of my records.
[13:56 - 14:01]  And they, they just, they know what went on with me because it's in the record. And in fact,
[14:01 - 14:08]  the notes within that EMR are a mess. And this is why. Now I will leave you with one final conclusion.
[14:08 - 14:13]  There are some hospital systems that are trying to do something to fix this. So the Sanford
[14:13 - 14:18]  hospital system, not Stanford, not in California, the Sanford hospital system that's based out of
[14:18 - 14:27]  South Dakota, they actually have note templates built into their EMR so that this copying and pasting
[14:27 - 14:33]  is actually minimized and a very succinct, because in fact, the less is more in a note,
[14:33 - 14:38]  the shorter you can write your note and the more succinct you can be, the more effective a
[14:38 - 14:43]  communication tool it is with other physicians. And so to the extent that you can have a template
[14:43 - 14:48]  that's very succinct and you don't have people doing all this copying and pasting outside of that
[14:48 - 14:54]  template, then that's much more helpful in terms of facilitating the communication among physicians.
[14:54 - 15:00]  And when I would read sort of a beautifully succinct note that was clear, and I'll be asking you,
[15:00 - 15:05]  a lot of surgeons write fantastically succinct notes, then I'd be like, I mean, it was like a
[15:05 - 15:09]  work of art. It was like a Van Gogh because you knew exactly what was going on with the patient.
[15:09 - 15:15]  You knew exactly what they did and you knew exactly what their plan was going forward in a very short
[15:15 - 15:21]  period of time. And it was a beautiful note and it resulted in better patient care. And that's what I
[15:21 - 15:24]  wanted to share with you today. Thank you for watching a Healthcare Z.
