Title: In Memory of Marshall Allen - Healthcare Investigative Journalist
URL: https://www.youtube.com/watch?v=6JJzIGJ-pGk
Author: AHealthcareZ - Healthcare Finance Explained
Language: en

Transcription:
 Hello, this is Dr. Eric Bricker, and today's video is going to be different because today I'm going to be talking about a good friend of mine, Marshall Allen, who has recently passed away from a heart attack at the young age of 52, just on May 19th of 2024. And Marshall was incredibly important to healthcare in America because he was probably one of the foremost investigative journalists in America for healthcare. Now, Marshall grew up in Colorado and actually started out in the ministry, and he actually, he and his wife worked as missionaries, in their, in their younger years in Kenya for three years. And he got a master's in theology. So Marshall was a Christian who really saw his investigative journalism as an extension of his, of his service to God. And it's kind of like, you know, Mr. Rogers was a Presbyterian minister and kind of his kid's show was his ministry. Well, Marshall's ministry was his journalism in healthcare. And he won multiple prestigious journalism awards. His, um, his reporting, frankly, was instrumental in the passage of federal legislation called the, the CAA, which, um, further, uh, regulated, um, the health insurance industry. And he, his, his reporting was so impactful. I mean, it was like, it wasn't about like, Oh, that's just so horrible to read about. No, it actually changed things. There was a woman who gave birth to a premature child and her insurance company would not pay the like $830,000 hospital bill for that baby. And this poor woman was trying to get the insurance company to pay for this baby's care for a year and they wouldn't do it. And it wasn't until Marshall wrote an article about it that finally they agreed to cover the charges. I mean, if Marshall had not done that reporting, who knows what would have happened to that woman and that child. Okay. Marshall, um, loved God and Marshall loved Jesus and Marshall loved God's children. And he and I as friends, um, now he contacted me because he saw the videos that I made and he saw that we were both, uh, passionate about improving healthcare for, uh, everyday Americans. And so we struck up a friendship when he was still living in, uh, New Jersey and working in New York city. And then just, and I live in Dallas and coincidentally, he ended up getting the job down here in the Dallas area. And so we'd been able to like have lunch together and be able to, and you know, I live on a small farm and just literally a few weeks ago before his passing, he and his wife and another friend of ours and our friend's wife, they came over to my farm and I'm going to show you some pictures, uh, of that. So literally I just, I like just saw him and I was so fortunate that we, we started our friendship sort of a long distance through our mutual, um, passion for improving healthcare. And I was so lucky that he was able to move so close and we love talking about the Bible and, um, and, and Marshall, um, like he wasn't, he was not like self-righteous or high and mighty at all about, you know, writing the wrongs of healthcare. He was just trying to help God's children. That's all he was trying to do. And, um, and, and he wrote an article in ProPublica that was co-published by the New York Times. That was about how his Christian faith was actually instrumental in his success as a healthcare investigative journalist. And, uh, one of the things that he said, he had all these Bible verses that he said in this article. Um, and one of the, one of the Bible verses that he talked about was how, was this one from Genesis where, um, in the very beginning of the Bible, it says, then God said, let us make man in our image, according to our likeness. He knew that you and me and him and everybody else on this planet was made in God's image. And so to the extent that people were being taken advantage of, whether it was by an insurance company or a doctor or a hospital or a government agency related to healthcare, then that was essentially taking advantage of, uh, uh, literally a child of God, somebody, a being that was created in the image of likeness of God. And he saw that almost as like an affront to God, not, and again, not in a self-righteous way, but as a way of like, you know, another Bible verse that we would talk about a lot, uh, was from the book of Proverbs. And I'm just going to paraphrase it here where it says, you know, rescue those who are staggering towards slaughter. If it is within your ability to help. And so we were just like, look, we were kind of in the ability to help. Marshall was in the ability to help. And so that's exactly what he did. Um, specifically in this article that he wrote for Pope Public in the New York Times, he called out how the Bible does not like, um, nefarious business activities. The Bible does not like deception. The Bible does not like duplicity in our interactions with each other, in our, um, in our commerce with each other, in our transactions with each other, in our care for each other. So, so here's a, uh, another, uh, verse from the book of Proverbs that, um, that Marshall talked about in that New York Times ProPublic article. He said, the Lord detests dishonest scales, but accurate weights find favor with him. The integrity of the upright guides them, but the unfaithful are destroyed by their duplicity. And so he knew he, he was talking with a young journalist one time and he, and this young journalist was getting all exasperated with the state of the world. And Marshall was like, well, you realize we live in a fallen world, right? I mean, like, like that's, that's the way it is. That's like ever since the garden of Eden, like that's, that's how it works. And he's like, do you understand the implications of that? Like the world is filled with duplicity. It is filled with these things, not to like shake our head and say, oh, well, this is just, you know, too bad, but to say, well, what can we do in our own small ways to help our fellow man? And that's all he was trying to do. Um, and then he not only was doing that himself, he was teaching other people how to do that too. And that brings me to this, this, uh, verse, another verse from the book of Proverbs, train up a child in the way he should go. And even when he is old, he will not depart from it. So one of these stories, uh, eulogizing Marshall's, uh, um, I think his, his wife recounted how he used to create quizzes for his three sons for about the church service to make sure that they were paying attention. I thought that was genius. He never told me about that before, but he also taught journalism at the city university of New York, um, when he was working in New York city. And so the, the graduates of his journalism classes since Marshall's passing have, uh, posted, uh, remembrances. And I'm just going to read this one here. Cause I mean, it is, it is amazing. I mean, it summarizes infinitely better than I could ever summarize the way that Marshall, uh, instructed them. So I'm just going to go ahead and read this. Marshall Allen was my investigative health journalism professor and capstone mentor. Taking his class was one of the best experiences of my life and career from our first day working together on my capstone, as well as in class, he made it abundantly clear about the person he was and strive to be. That's totally true. Marshall knew exactly who he was as a child of God. He was to go on. He was an intelligent, assertive, and passionate person who cared deeply about justice and accountability in the healthcare system. That's right. He inspired us all to dive deep into our story by a shoe leather reporting. He had boots on the ground. Marshall was so good at working the phone. I mean, he was really good at that. Ask the right questions and test our own personal limits on reporting. For example, he prompted two of us to approach a physician at Harlem hospital that we were investigating. He proved to us through his bravery, and that's true. Marshall was brave. He did not have fear. Um, the righteous are as brave as a lion. I think that's a line from Proverbs as well. Um, he had, and the wonderful thing is that bravery is contagious. And so his bravery was contagious. He proved to us through his bravery that we too were brave enough to tackle the hard but necessary stories. To me, Marshall Allen is the definition of a true journalist. The world needs more Marshall Allen's. And his legacy will live on in the stories he published, the students he taught, and the journalists, patients, and clinicians he undoubtedly impacted. Sending my condolences to Marshall's wife, children, family, friends, and former current co-workers. Mia. Thank you, Mia, for writing that. Marshall and I would laugh all the time. Okay. So we, we talked a ton on the phone. Like I said, Marshall was really good at, at working the phone. So he was, you know, he would never, he would never email me to be like, Hey, are you available this afternoon? Can we talk tomorrow? Like he would just call me and just be like, Hey, wait, you got a second? And so we would always, when we were talking about, you know, things that were going wrong in healthcare and like ways that we could like fix it or like things that we could specifically do. Like we were always laughing about it. Not like the point. Yeah. I mean, you got to whistle while you work. Okay. Like this was his work. This is my work. And the point is, is that we were able to really enjoy each other's company. And Marshall had a fantastic sense of humor, which is super important if you work in healthcare, because if you didn't laugh, you'd cry. Um, I'll tell you one, one quick story. So he would post a lot on LinkedIn like me. And so he would post his stuff on LinkedIn. And there was some, frankly, just cranky insurance guy that was giving him a hard time. And so he calls me up and he's like, can you believe that guy and what he wrote on my post? And this guy had done this to me too. I'm like, Marshall, it's not you. He's done that to me too. And he's like, I can't believe that guy. And so I'm like, Marshall, let's pray for him. And he's like, like now, like on the phone? I'm like, yeah, do it. Marshall, pray for him. So Marshall says this really nice prayer for God to come into this man's heart. And we don't understand what's going on with him. We don't know what kind of day or week or month that he's having, but you know, God, you know, show him, um, your love and, um, amen. So several months transpire. And, you know, Marshall would go around talking at these various conferences and events across the country. So he goes and he talks to this event in New York and lo and behold, the grumpy guy is in the audience at this conference. So Marshall finishes giving in his talk. He doesn't know the guys in the audience, but then when he gets down off the stage, he sees the grumpy guy coming towards him because he recognizes him from his LinkedIn picture. And he's like, Oh, what's going to happen here? And the guy is so nice to Marshall. And he is so complimentary of the talk that he just gave. I don't like the two of them get like a picture to get. And so then Marshall, like after he gets home from the trip, he like calls me up and tells me the story. So I don't know if that was a direct result of our praying for this gentleman, but it just shows, I mean, he was, I mean, he was always, you know, thinking about people and, um, and, and the last point here and really serving people, Marshall a hundred percent knew that it was better to give than to receive. And Marshall got so much joy out of service. I will easily tell you that Marshall got 10 times more out of serving people than what the people who he served ever got out. I mean, there is just, there is, it just fills your cup so much to serve. And he knew that and he felt that. And we, and we would laugh about that. Um, here's a picture of Marshall when he was just at our, you know, you say, obviously you guys like, you know, my whiteboard, right? So he came into my little office where I shoot my videos. I want to see your office. I want to see your, I want to see your alpacas at your farm. So he came over this gentleman in the middle is Dr. Marty McCary and, um, Marshall edited, um, uh, Dr. McCary's book, the price we pay, which has become a huge bestseller. And it really has, has helped a lot of people who are new to healthcare gain a better understanding of, um, you know, the sort of the ins and outs and sort of the machinations of healthcare and Marshall humbled himself. He was behind the scenes. Like you never knew that he edited that book. And Dr. McCary has a new book coming out and Marshall edited that book. And it, I mean, it takes like a year to edit this, to edit these books. I mean, revision after revision after revision, the collaboration between Dr. McCary and Marshall, it was just awesome. I mean, it was like, you know, Marshall really didn't talk about it. Like it was like, he, like this says from the book of James, humble yourselves before the Lord and he will lift you up. Um, his, again, in another article that's, that eulogizes Marshall, his wife, he would just randomly help people with their medical bills. He wrote Marshall himself wrote a book called never pay the first bill. And people would like read this book and they would be like, and they would call up Marshall. And they would be like, Hey Marshall, will you help me with this bill? And he was like, sure. And so he would spend gobs of like, this book came out like a couple of years ago. And ever since this book came out, he would spend all this time, um, helping people like with their medical bills. Like no one ever asked them to do it. He never told anybody about it. He never tooted his own horn. His wife said it was hundreds of people. He helped hundreds of people with their medical bills. He never told anybody about it. Um, Marshall knew that he was in this world, but he was not of it. He knew that this was, this was all just temporary. And he knew that God was truth and God was eternal. And Marshall really didn't get, he didn't really get flustered. He, he a hundred percent knew who God was. He knew who Jesus was. He knew who he was. And he knew that he loved God and Jesus and he loved his fellow man. And he just wanted to serve them. And so this is from Isaiah that will keep him in person, perfect peace. Whose mind has stayed on me because he trusted in me and he did. He, he trusted in God so much and it was amazing to see. So we love you, Marshall. We love you. And, you know, Marshall, Marshall, um, you know, he, he was the breadwinner for his family and he lived on a journal salary and he drove a beat up minivan. And, um, if you would like to help his family, I will leave a link. Um, and if, and if, and if, if you don't, that's fine too. Um, but, um, we just, I just, I'm missing Marshall and I know everybody else does too. Thanks. Thanks.

Detailed segments with timestamps:

[0:00 - 0:10]  Hello, this is Dr. Eric Bricker, and today's video is going to be different because today
[12:57 - 13:03]  picture. And he's like, Oh, what's going to happen here? And the guy is so nice to Marshall.
[13:04 - 13:08]  And he is so complimentary of the talk that he just gave. I don't like the two of them get like
[13:08 - 13:13]  a picture to get. And so then Marshall, like after he gets home from the trip, he like calls me up and
[13:13 - 13:21]  tells me the story. So I don't know if that was a direct result of our praying for this gentleman,
[13:21 - 13:29]  but it just shows, I mean, he was, I mean, he was always, you know, thinking about people and, um,
[13:29 - 13:35]  and, and the last point here and really serving people, Marshall a hundred percent knew that it
[13:35 - 13:42]  was better to give than to receive. And Marshall got so much joy out of service. I will easily tell
[13:42 - 13:50]  you that Marshall got 10 times more out of serving people than what the people who he served ever got
[13:50 - 13:56]  out. I mean, there is just, there is, it just fills your cup so much to serve. And he knew that
[13:56 - 14:02]  and he felt that. And we, and we would laugh about that. Um, here's a picture of Marshall when
[14:02 - 14:05]  he was just at our, you know, you say, obviously you guys like, you know, my whiteboard, right? So
[14:05 - 14:10]  he came into my little office where I shoot my videos. I want to see your office. I want to see
[14:10 - 14:15]  your, I want to see your alpacas at your farm. So he came over this gentleman in the middle is Dr.
[14:15 - 14:27]  Marty McCary and, um, Marshall edited, um, uh, Dr. McCary's book, the price we pay, which has become
[14:27 - 14:34]  a huge bestseller. And it really has, has helped a lot of people who are new to healthcare gain a
[14:34 - 14:39]  better understanding of, um, you know, the sort of the ins and outs and sort of the machinations
[14:39 - 14:45]  of healthcare and Marshall humbled himself. He was behind the scenes. Like you never knew
[14:45 - 14:50]  that he edited that book. And Dr. McCary has a new book coming out and Marshall edited that book.
[14:50 - 14:58]  And it, I mean, it takes like a year to edit this, to edit these books. I mean, revision after
[14:58 - 15:04]  revision after revision, the collaboration between Dr. McCary and Marshall, it was just awesome.
[15:04 - 15:11]  I mean, it was like, you know, Marshall really didn't talk about it. Like it was like,
[15:12 - 15:18]  he, like this says from the book of James, humble yourselves before the Lord and he will lift you up.
[15:19 - 15:24]  Um, his, again, in another article that's, that eulogizes Marshall, his wife, he would just randomly
[15:24 - 15:28]  help people with their medical bills. He wrote Marshall himself wrote a book called never pay the
[15:28 - 15:34]  first bill. And people would like read this book and they would be like, and they would call up
[15:34 - 15:38]  Marshall. And they would be like, Hey Marshall, will you help me with this bill? And he was like,
[15:38 - 15:43]  sure. And so he would spend gobs of like, this book came out like a couple of years ago. And ever
[15:43 - 15:49]  since this book came out, he would spend all this time, um, helping people like with their medical
[15:49 - 15:54]  bills. Like no one ever asked them to do it. He never told anybody about it. He never tooted his
[15:54 - 16:01]  own horn. His wife said it was hundreds of people. He helped hundreds of people with their medical
[16:01 - 16:03]  bills. He never told anybody about it.
[16:04 - 16:13]  Um, Marshall knew that he was in this world, but he was not of it. He knew that this was,
[16:13 - 16:23]  this was all just temporary. And he knew that God was truth and God was eternal. And Marshall really
[16:23 - 16:30]  didn't get, he didn't really get flustered. He, he a hundred percent knew who God was. He knew who
[16:30 - 16:37]  Jesus was. He knew who he was. And he knew that he loved God and Jesus and he loved his fellow man.
[16:37 - 16:43]  And he just wanted to serve them. And so this is from Isaiah that will keep him in person,
[16:43 - 16:51]  perfect peace. Whose mind has stayed on me because he trusted in me and he did. He, he trusted in God
[16:51 - 17:09]  so much and it was amazing to see. So we love you, Marshall. We love you. And, you know, Marshall,
[17:10 - 17:15]  Marshall, um, you know, he, he was the breadwinner for his family and he lived on a journal salary
[17:15 - 17:21]  and he drove a beat up minivan. And, um, if you would like to help his family, I will leave a link.
[17:21 - 17:28]  Um, and if, and if, and if, if you don't, that's fine too. Um, but, um, we just, I just, I'm missing
[17:28 - 17:32]  Marshall and I know everybody else does too. Thanks.
[17:32 - 17:32]  Thanks.
